frame_idx,timestamp_s,ground_truth_u,ground_truth_v,occulted
836,27.8667,123.324,296.918,0
837,27.9,124.641,290.016,0
838,27.9333,124.176,281.581,0
839,27.9667,124.473,274.099,0
840,28.0,123.972,265.84,0
841,28.0333,123.582,257.613,0
842,28.0667,121.112,250.772,0
843,28.1,117.9,243.01,0
844,28.1333,119.066,237.629,0
845,28.1667,117.623,231.271,0
846,28.2,118.265,225.117,0
847,28.2333,119.04,218.308,0
848,28.2667,122.474,212.398,0
849,28.3,122.952,204.328,0
850,28.3333,124.516,197.101,0
851,28.3667,127.522,189.983,0
852,28.4,128.586,181.454,0
853,28.4333,128.146,174.556,0
854,28.4667,127.986,166.628,0
855,28.5,128.102,161.159,0
856,28.5333,129.617,155.603,0
857,28.5667,130.282,150.547,0
858,28.6,131.855,145.769,0
859,28.6333,136.802,142.971,0
860,28.6667,139.482,139.409,0
861,28.7,144.064,135.273,0
862,28.7333,147.711,132.32,0
863,28.7667,151.611,125.819,0
864,28.8,154.47,123.521,0
865,28.8333,155.157,117.023,0
866,28.8667,157.052,115.074,0
867,28.9,160.585,112.844,0
868,28.9333,163.417,109.941,0
869,28.9667,164.751,110.192,0
870,29.0,170.212,109.108,0
871,29.0333,173.394,109.131,0
872,29.0667,180.028,109.982,0
873,29.1,185.38,111.428,0
874,29.1333,189.842,110.937,0
875,29.1667,193.233,113.99,0
876,29.2,198.35,115.052,0
877,29.2333,200.29,116.693,0
878,29.2667,204.938,117.678,0
879,29.3,206.791,120.028,0
880,29.3333,212.081,121.304,0
881,29.3667,216.632,124.827,0
882,29.4,220.745,127.857,0
883,29.4333,228.905,132.304,0
884,29.4667,234.55,137.263,0
885,29.5,241.173,143.985,0
886,29.5333,247.748,149.237,0
887,29.5667,251.57,154.969,0
888,29.6,256.386,161.453,0
889,29.6333,260.042,167.449,0
890,29.6667,263.313,173.915,0
891,29.7,268.455,178.522,0
892,29.7333,273.705,182.002,0
893,29.7667,278.019,188.345,0
894,29.8,285.586,196.009,0
895,29.8333,290.266,201.804,0
896,29.8667,297.972,208.774,0
897,29.9,304.306,216.388,0
898,29.9333,312.215,225.076,0
899,29.9667,317.093,233.633,0
